isbn_10,orig_title,orig_publication_yr,language_code
140185852,Мы,1924,eng
571171788,Pigs in Heaven,1993,eng
765354063,The Ghost Brigades,2006,eng
074326195X,"Cry, The Beloved Country",1948,eng
60987529,Confessions of an Ugly Stepsister,1999,eng
3426615355,How to Be Good,2001,eng
1442468351,Lady Midnight,2016,eng
1905294719,Tintentod,2007,eng
553293389,Foundation's Edge,1982,eng
486452433,Jude the Obscure,1895,eng
345335651,Queen of Sorcery,1982,eng
374529531,The Lottery: Adventures of the Demon Lover,1949,eng
545060508,,2010,eng
61668036,Wings ,2009,eng
316910333,Gossip Girl,2002,eng
553271989,The Odessa File,1972,eng
1400067685,The Burgess Boys,2013,eng
517053616,The Complete Works,1623,eng
61054887,The Dispossessed,1974,eng
1400031575,Mördare utan ansikte,1991,eng
385528043,The Confession,2010,eng
425192032,Lightning,1988,eng
1570425779,Cat & Mouse,1997,eng
142408808,Superfudge,1980,eng
735221081,The Couple Next Door,2016,eng
61996181,Hallowed,2012,eng
031624662X,Ancillary Justice,2013,eng
765340747,The Pillars of Creation,2001,eng
1616149981,The Life We Bury,2014,eng
1595547169,Fireproof,2008,eng
140273344,The Eagle Has Landed,1975,eng
425201376,The Lunatic Cafe,1996,eng
978970764,John Dies at the End,2007,eng
345409469,The Demon-Haunted World: Science as a Candle in the Dark,1995,eng
1906427135,Stolen: A Letter to My Captor,2009,eng
1573225126,Prozac Nation,1994,eng
080508049X,The Black Cauldron,1965,eng
525949690,This Is Your Brain on Music: The Science of a Human Obsession,2006,eng
62294377,The First Phone Call from Heaven,2013,eng
031242681X,Possible Side Effects,2006,eng
1400065755,Still Life with Bread Crumbs,2014,eng
1579126243,The ABC Murders,1936,eng
310902711,Holy Bible: New International Version,1909,eng
451235843,Lover Reborn,2012,eng
380800829,The Duke and I,2000,eng
786930705,Dragons of Spring Dawning,1985,eng
375508333,A Raisin in the Sun,1959,eng
425184226,The Sum of All Fears,1991,eng
1607066920,"Saga, Volume Two",2013,eng
440241014,The Enemy,2004,eng
375701214,Le Scaphandre et le Papillon,1997,eng
805096663,Killing Kennedy: The End of Camelot,2012,eng
076791936X,The Life and Times of The Thunderbolt Kid: A Memoir,2006,eng
312595670,Still Missing,2010,eng
6551815,'Tis: A Memoir,1999,eng
1400032059,1491: New Revelations of the Americas Before Columbus,2005,eng
1250060559,Fairest,2015,eng
679763309,An Unquiet Mind: A Memoir of Moods and Madness,1995,eng
1591451884,,2004,eng
451218590,Who's Afraid of Virginia Woolf?,1962,eng
015603297X,Il pendolo di Foucault,1988,eng
1594831114,The 5th Horseman,2006,eng
330493744,Kushiel's Dart,2001,eng
1595551387,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",2009,eng
345527712,Explosive Eighteen,2011,eng
61449091,Lies,2010,eng
875093663,Pursuit of God,1948,eng
373210361,The Iron Knight,2011,eng
142004332,Maisie Dobbs,2003,eng
586217835,Magician,1982,eng
385729367,Forever in Blue: The Fourth Summer of the Sisterhood,2007,eng
552153257,Feet of Clay,1996,eng
307594777,"Män som hatar kvinnor, Flickan som lekte med elden, Luftslottet som sprängdes",2005,eng
1842430343,Skinny Legs and All,1990,eng
61583219,Destined for an Early Grave,2009,eng
316159794,Cross,2006,eng
64472779,All-American Girl,2002,eng
380713802,Neither Here Nor There: Travels in Europe,1991,eng
375832998,Boy Meets Boy,2003,eng
61941026,We Are Water,2013,eng
316002895,Max ,2009,eng
312656262,Halo,2010,eng
802142818,The Inheritance of Loss,2006,eng
586066888,A Darkness at Sethanon ,1986,eng
812969901,Die Leiden des jungen Werthers,1774,eng
61583073,At Grave's End,2008,eng
375758992,Don't Let's Go to the Dogs Tonight: An African Childhood,2001,eng
64404773,Beauty: A Retelling of the Story of Beauty and the Beast,1978,eng
316069906,Eating Animals,2009,eng
60577363,Flyte,2006,eng
6140105234,ساق البامبو [Saq al-Bambu],2012,ara
62026488,The Girl of Fire and Thorns,2011,eng
312650086,Enclave,2011,eng
802714625,Longitude,1995,eng
751530492,Unnatural Exposure,1997,eng
553213482,Faust. Eine Tragödie,1808,eng
684818868,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,1995,eng
553582461,Fool's Fate,2003,eng
1600102379,Welcome to Lovecraft,2008,eng
446363251,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,1991,eng
425205673,Bloody Bones,1996,eng
684843781,This Side of Paradise,1920,eng
670023329,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West ,2012,eng
006057299X,Every Which Way But Dead,2005,eng
1400068320,Eligible,2016,eng
039333712X,Seven Days in the Art World,2008,eng
7246226,The Children of Húrin,2007,eng
785289089,The Total Money Makeover: A Proven Plan for Financial Fitness,2003,eng
316058432,Mr. Popper's Penguins,1938,eng
765340054,Shadow Puppets,2002,eng
679732268,Light in August,1932,eng
64408671,The Trumpet of the Swan,1970,eng
812993802,Tenth of December,2013,eng
312593554,Night Pleasures,2002,eng
671015206,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,1995,eng
1423116380,Don't Judge a Girl by Her Cover,2009,eng
743244583,Chronicles: Volume One,2004,eng
60920084,The Lost Continent: Travels in Small-Town America,1989,eng
140006712X,Dreams of Joy (Shanghai Girls #2),2011,eng
446607207,Tell Me Your Dreams,1998,eng
60885416,By the Shores of Silver Lake,1939,eng
61053562,The Player of Games,1988,eng
440228891,,1960,eng
787960756,The Five Dysfunctions of a Team,2002,eng
142003166,Junky,1953,eng
140157352,Getting to Yes: Negotiating agreement without giving in,1981,eng
1501110349,9-Nov,2015,eng
1408816032,The Song of Achilles,2011,eng
1501139886,The Girl with the Lower Back Tattoo,2016,eng
140449183,भगवद्गीता [Bhagavadgītā],-400,eng
143039830,The New York Trilogy,1987,eng
043912042X,Esperanza Rising,2000,eng
316766941,"Raise High the Roof Beam, Carpenters / Seymour: An Introduction",1955,eng
446617687,Sex and the City,1996,eng
425209067,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",1997,eng
014044923X,Jenseits von Gut und Böse: Vorspiel einer Philosophie der Zukunft,1886,eng
044022800X,The Watsons Go to Birmingham - 1963,1995,eng
876852630,Factotum,1975,eng
373210515,The Immortal Rules,2012,eng
446546933,Columbine,2009,eng
99471434,Lasher,1993,eng
525953728,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,2012,eng
1594487014,The Chaperone,2012,eng
684193957,All That Remains,1992,eng
451191013,The Regulators,1996,eng
1563890356,The Sandman: Season of Mists,1990,eng
316013935,Judge & Jury,2006,eng
1416500340,Silas Marner: The Weaver of Raveloe,1861,es
1622660757,Origin,2013,eng
375760393,The Botany of Desire: A Plant's-Eye View of the World,2001,eng
316123536,Beautiful Redemption,2012,eng
1439152780,The Distant Hours,2010,eng
751554154,I Let You Go,2016,eng
439295785,Kidnapped,1886,sv
306814250,"Friday Night Lights: A Town, a Team, and a Dream",1988,eng
1594561869,The Cask of Amontillado,1846,eng
014044789X,Metamorphoses,8,eng
452274427,In the Time of the Butterflies,1994,eng
743203631,Gap Creek : The Story Of A Marriage (Oprah's Book Club),1999,eng
983157200,Half-Blood,2011,eng
1582404119,The Legend of Sleepy Hollow,1993,eng
451217608,"Bitter is the New Black : Confessions of a Condescending, Egomaniacal, Self-Centered Smartass, Or, Why You Should Never Carry A Prada Bag to the Unemployment Office",2006,eng
399159371,The Witness,2012,eng
380820889,Blindsighted,2001,eng
140169300,Angle of Repose,1971,eng
142501107,Lord Brocktree,2000,eng
62072064,Through the Ever Night,2013,eng
1594481954,My Friend Leonard,2005,eng
811216012,Cat on a Hot Tin Roof,1955,eng
316002860,The Final Warning,2008,eng
553582453,The Golden Fool,2002,eng
446614459,Split Second,2003,eng
756402697,The Dragonbone Chair,1988,eng
2844140580,,2000,fre
1589190629,At Home in Mitford (Mitford Years #1),1994,eng
446563048,"Delivering Happiness: A Path to Profits, Passion, and Purpose",2010,eng
142405787,Scorpia,2004,eng
545060427,"One False Note (The 39 Clues, Book 2)",2008,eng
689867042,Tithe: A Modern Faerie Tale,2002,eng
515133310,Echo Burning,2001,eng
61140988,The Fury and Dark Reunion,2007,eng
62197266,Into the Darkest Corner,2011,eng
140079076,The Further Adventures of Sherlock Holmes (Classic Crime),1985,eng
446605484,Roses Are Red,2000,eng
765344300,"Naked Empire (Sword of Truth, #8)",2003,eng
60765240,Map of Bones,2005,eng
525953507,The Stranger,2015,eng
60887397,Unbelievable,2008,eng
014144116X,A Passage to India,1924,eng
515141658,Morrigan's Cross,2006,eng
553381644,The Mammoth Hunters,1985,eng
441016383,Princeps' Fury,2008,eng
380017601,Love Story,1970,eng
62085611,Sweet Evil,2012,eng
316952664,The Winds of War,1971,eng
60887184,The Last Kingdom,2004,eng
887307280,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,1985,eng
1416928170,Bunnicula: A Rabbit-Tale of Mystery,1979,eng
786939834,Exile ,1990,eng
1250006333,Ascend,2012,eng
525952489,Kvinden i buret,2007,eng
517405091,Del amor y otros demonios,1994,eng
142312166X,,2009,eng
676979785,Musicophilia: Tales of Music and the Brain,2007,eng
1501129740,End of Watch,2016,eng
60590319,Fool,2009,eng
743298853,The Book of Lost Things,2006,eng
140003003X,My Life,2004,eng
1569714029,300,1998,eng
545060494,Storm Warning,2010,eng
1423128206,Only the Good Spy Young,2010,eng
440241006,The Persuader,2003,eng
425212890,,2005,eng
8203180728,Flaggermusmannen,1997,nor
515143804,"Blood Brothers (Sign of Seven, #1)",2007,eng
425185508,Picture Perfect,1995,eng
1591162203,るろうに剣心 1,1994,eng
1402262272,Catching Jordan,2011,eng
60730552,Touching the Void: The True Story of One Man's Miraculous Survival,1988,eng
1932073205,Way of the Peaceful Warrior: A Book That Changes Lives,1980,eng
312270828,The Satanic Verses,1988,eng
60753943,Winning,1992,eng
618620117,How We Decide,2009,eng
553381520,The Beekeeper's Apprentice,1994,eng
394805755,"Histoire de Babar, le petit éléphant",1931,eng
385735332,The Warlock,2011,eng
044101769X,First Lord's Fury,2008,eng
385343663,The Imperfectionists,2010,eng
375714669,Persepolis 2 ,2001,eng
61020656,Pyramids,1989,eng
586064176,Silverthorn,1985,eng
385613466,Before I Die,2007,eng
670021652,Committed: A Skeptic Makes Peace with Marriage,2009,eng
142401765,Keeping the Moon,1999,eng
62285637,Four: The Transfer,2013,eng
765344319,"Chainfire (Sword of Truth, #9)",2004,eng
375413405,Mastering the Art of French Cooking,1961,eng
1421540320,青の祓魔師 1,2009,eng
765315238,"Confessor (Sword of Truth, #11)",2007,eng
545284139,The False Prince,2012,eng
1400077427,Stumbling on Happiness,2006,eng
015694877X,The Waste Land and Other Poems,1922,eng
590319671,Little Bear,1957,eng
146000110,The Pit and the Pendulum,1842,eng
055215315X,Lords and Ladies,1992,eng
552152676,Thud!,2006,eng
345481283,His Majesty's Dragon,2006,eng
689859368,The Field Guide,2003,eng
140280197,The 48 Laws of Power,1988,eng
142401110,My Side of the Mountain ,1959,eng
749080973,The Winter Sea,2008,eng
545135702,The Sword Thief,2009,eng
451159535,Coma,1977,eng
1560252480,Requiem for a Dream,1978,eng
61284203,Into the Wild,2003,eng
805066691,Bury My Heart at Wounded Knee: An Indian History of the American West,1970,eng
057506708X,Śmierć Miasta ,1946,eng
425267040,Rush,2013,eng
671741039,Swan Song,1987,eng
030727103X,The Buried Giant,2015,eng
345459407,Perdido Street Station,2000,eng
1599903385,Need,2008,eng
61020613,Witches Abroad,1991,eng
014043769X,"The Sketch Book of Geoffrey Crayon, Gent",1819,eng
441328008,Heretics of Dune,1984,eng
515090255,The Cross and the Switchblade,1963,eng
441015271,Captain's Fury,2007,eng
385671105,Damned,2011,eng
439443822,Rules,2006,eng
075280944X,The Last Coyote,1995,eng
142001619,Salt: A World History,2002,eng
037575850X,Villette,1853,eng
61977969,Reamde,2011,eng
057506689X,Soul Music,1994,eng
059306173X,The Greatest Show on Earth: The Evidence for Evolution,2009,eng
1593072937,Sin City Volume 1: The Hard Goodbye,1992,eng
055327757X,The Greatest Salesman in the World,1968,eng
014200202X,Casino Royale,1953,eng
452283868,Sula,1973,eng
1416563725,The Red Queen,2010,eng
425233383,Something About You,2010,eng
7169914,Mr. Brown Can Moo! Can You?,1970,eng
034547063X,Black House ,2001,eng
785123113,Marvel 1602,2003,eng
743270371,Act of Treason,2006,eng
307959945,The Dog Stars,2012,eng
441013406,Academ's Fury,2005,eng
446676438,When the Wind Blows,1998,eng
4103534222,1Q84 Book 1 [Ichi-kyū-hachi-yon],2009,jpn
722534876,O Diário de um Mago,1987,eng
385336691,The Hard Way,2006,eng
143036661,March,2004,eng
307749606,A Wanted Man,2012,eng
1401209149,All-Star Superman (Volume 1),2007,eng
1780484259,A Song of Ice and Fire,2000,eng
425259854,Dark Witch,2013,eng
312590970,Dark Flame,2010,eng
1101990260,The Widow,2016,eng
545060451,The Black Circle,2009,eng
62248162,The Prince,2013,eng
374384681,The Winner's Curse,2014,eng
679766758,Push,1996,eng
1609451341,Storia del nuovo cognome,2012,eng
345413970,2010: Odyssey Two,1982,eng
759530017,ソウルイーター 1,2004,eng
1451645821,Ordinary Grace,2013,eng
446611778,Last Man Standing,2001,eng
1596431520,American Born Chinese,2006,eng
991686004,Ten Tiny Breaths,2012,eng
1400065453,The Thousand Autumns of Jacob de Zoet,2010,eng
486282082,The Tragical History of the Life and Death of Doctor Faustus,1604,eng
312984839,Dance with the Devil,2003,eng
446611212,Violets Are Blue,2001,eng
671791540,"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",1992,eng
515134457,"Blue Moon (Anita Blake, Vampire Hunter, #8)",1998,eng
515134473,"Burnt Offerings (Anita Blake, Vampire Hunter, #7)",1998,eng
385333781,Player Piano,1952,eng
812967259,The Lost World ,1912,eng
807083690,Kindred,1979,eng
60885424,"The Long Winter (Little House, #6)",1940,eng
310247454,Boundaries,1992,eng
545424968,"Blue Lily, Lily Blue",2014,eng
99399016,Portnoy's Complaint,1969,eng
785274316,The 21 Irrefutable Laws of Leadership,1998,eng
385491026,Cat's Eye,1988,eng
1841492051,Shadow of the Giant,2005,eng
545027896,Wonderstruck,2011,eng
446519138,Simple Abundance:  A Daybook of Comfort and Joy,1995,eng
1442429984,Blood Red Road ,2011,eng
316014796,The 6th Target,2007,eng
143104888,A Princess of Mars,1912,eng
385528787,MaddAddam,2013,eng
60264802,These Happy Golden Years,1943,eng
812971426,Color: A Natural History of the Palette,2003,eng
99481685,Skipping Christmas,2001,eng
446613444,,1993,eng
312577206,Home Front,2012,eng
1476731535,Beautiful Stranger,2013,eng
385730306,The Sweet Far Thing,2007,eng
375702709,A Lesson Before Dying,1993,eng
1455520616,See Me,2015,eng
385342047,Mini Shopaholic,2010,eng
015626224X,Down and Out in Paris and London,1933,eng
1427814031,会長はメイド様! 1,2006,eng
1551924013,Griffin & Sabine: An Extraordinary Correspondence,1991,eng
080509461X,Ruin and Rising,2014,eng
9773513912,يوتوبيا,2008,ara
030794932X,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,2012,eng
440244161,Beyond the Highland Mist,1999,eng
451203267,The Stranger Beside Me,1980,eng
61284408,Stargazer,2009,eng
606298231,Rising Sun,1992,eng
440060672,The Other Side of Midnight,1973,eng
316069485,The Reversal,2010,eng
380731509,Wayside School is Falling Down,1989,eng
307713547,The Invisible Bridge,2010,eng
61974618,The Fall of Five,2013,eng
141439785,The Mayor of Casterbridge,1886,eng
99478536,Marekors ,2003,eng
425169693,Here on Earth ,1997,eng
345503821,The Daylight War,2013,eng
689878583,The Woman Who Rides Like a Man,1986,eng
034552425X,Rivers of London,2011,eng
055255264X,A Hat Full of Sky,2004,eng
60786523,A Suitable Boy,1993,eng
1841497975,River Marked,2011,eng
425198685,Pattern Recognition,2003,eng
62267523,The Kind Worth Killing,2015,eng
761104844,"1,000 Places to See Before You Die",2003,eng
60577371,Physik,2007,eng
141311401,Boy: Tales of Childhood,1984,eng
385496095,Traveling Mercies: Some Thoughts on Faith,1999,eng
1416548009,Memorial Day,2004,eng
1416903437,"Wild Magic (Immortals, #1)",1992,eng
1859855423,You Are Special: A Story for Everyone,1997,eng
399171614,The Wrath & the Dawn,2015,eng
307267148,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,2008,eng
316127256,Why We Broke Up,2011,eng
1408852594,The Assassin's Blade,2014,eng
1400064759,American Wife,2008,eng
441014348,Cursor's Fury,2006,eng
449912558,The Sparrow,1996,eng
743422449,Mercy,1996,eng
1477823832,The Paper Magician,2014,eng
61728977,"Act Like a Lady, Think Like a Man",2009,eng
385526261,,2011,eng
143039970,We Have Always Lived in the Castle,1962,eng
1591451876,,2004,eng
316166294,The Brass Verdict,2008,eng
553560719,Star Wars: Dark Force Rising,1992,eng
385344341,Never Go Back ,2013,eng
60575808,The Two Princesses of Bamarre,2001,eng
60929782,Black Boy: A Record of Youth and Childhood,1945,eng
446678457,Cane River,2001,eng
765305240,"Phantom (Sword of Truth, #10)",2006,eng
553587579,Foundation and Earth,1986,eng
553384155,Flags of Our Fathers,2000,eng
525444475,Winnie-the-Pooh & The House at Pooh Corner,1926,eng
807059099,An Autobiography or The Story of My Experiments with Truth,1940,eng
425179613,It's Not About the Bike: My Journey Back to Life,1999,eng
074347788X,Undaunted Courage,1996,eng
224097008,H is for Hawk,2015,eng
1560760478,Sojourn (Dark Elf #3),1990,eng
785135804,,2009,eng
1421527553,君に届け 1,2006,eng
553580221,False Memory,1999,eng
552152943,Moving Pictures,1990,eng
1585425648,,1902,eng
393064646,Bonk: The Curious Coupling of Science and Sex,2008,eng
451222385,Midnight Alley,2007,eng
553418777,Das Lavendelzimmer ,2013,eng
224097377,Sweet Tooth,2012,eng
6479758,Executive Orders,1996,eng
310321913,One Thousand Gifts,2011,eng
747545251,Psycho,1959,eng
000649885X,Ship of Magic,1998,eng
1560254556,Where Eagles Dare ,1967,eng
99498596,Circle of Friends,1990,eng
1502784270,milk and honey,2014,eng
425170349,Rainbow Six,1998,eng
60515228,Fragile Things: Short Fictions and Wonders,2006,eng
749942010,Sister,2010,eng
765377063,三体,2007,eng
61031321,Thief of Time,2001,eng
1401201911,Superman: Red Son,2003,eng
385721420,Three Junes,2002,eng
743255062,,1791,eng
525950494,The Reason for God: Belief in an Age of Skepticism,2007,eng
1937007472,King of Thorns,2012,eng
1250000971,The Sins of the Father,2012,eng
60725117,Shadowland,2000,eng
61566128,Killer ,2009,eng
316036196,Fang,2010,eng
553807226,The Peach Keeper ,2011,eng
152026320,The Napping House,1984,eng
60590297,You Suck ,2007,eng
812515285,A Fire Upon The Deep,1992,eng
1577311957,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from The Power of Now",1999,eng
038532328X,The Face on the Milk Carton,1990,eng
61935085,"Firelight (Firelight, #1)",2010,eng
156453800,Le città invisibili,1972,eng
1741666708,The Narrow Road to the Deep North,2013,eng
452281423,The Claiming of Sleeping Beauty,1983,eng
143116231, Call the midwife : a true story of the East End in the 1950s,2002,eng
222109073X,Hell's Angels,1966,fre
1451617720,Then Came You,2010,eng
61020001,The Awakening,1991,eng
380776839,It Had to Be You,1994,eng
393343448,Boomerang: Travels in the New Third World,2011,eng
140447644,Le Rouge et le Noir,1830,eng
743269268,The Virgin's Lover,2004,eng
340893605,Incarceron,2007,eng
312624689,Awake at Dawn,2011,eng
451213041,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,2004,eng
62011995,Starcrossed,2011,eng
312590989,Night Star,2010,eng
553282980,Dead Poets Society ,1988,eng
552154229,The Fifth Elephant,1999,eng
1741661285,The Sorcerer in the North,2006,eng
876120834,Autobiography of a Yogi,1946,eng
345522494,"Hexed (Iron Druid Chronicles, #2)",2011,eng
590431978,Scary Stories to Tell in the Dark,1981,eng
525955097,Fool Me Once,2016,eng
679721037,Hiroshima,1946,eng
316041440,Hate List,2009,eng
62235656,,2013,eng
517223120,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",1975,eng
316129070,Abaddon's Gate,2013,eng
143039962,Veinte poemas de amor y una canción desesperada,1924,eng
425116840,The Cardinal of the Kremlin,1988,eng
590930028,"No, David!",1998,eng
140449108,"Libellus vere aureus, nec minus salutaris quam festivus, de optimo rei publicae statu deque nova insula Utopia",1516,eng
316113662,The Name of This Book Is Secret,2007,eng
62280678,Dorothy Must Die,2014,eng
553804790,The Husband,2006,eng
385501129,The Particular Sadness of Lemon Cake,2010,eng
446610224,The Big Bad Wolf  ,2003,eng
385722206,Balzac et la Petite Tailleuse chinoise,2000,eng
62282719,Bad Feminist ,2014,eng
671729470,Petals on the Wind,1980,eng
375814256,Danny: The Champion of the World,1975,eng
1594202842,,2011,eng
425204693,From Potter's Field,1995,eng
446619035,"Mary, Mary",2005,eng
8188575704,I Too Had A Love Story,2007,eng
64401480,Mrs. Piggle-Wiggle,1947,eng
312941919,Trunk Music,1997,eng
62265423,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",2014,eng
446690449,Blood Work,1998,eng
1857989341,The Gods Themselves,1972,eng
545060478,,2010,eng
60838744,,1999,eng
345470575,ツバサ-RESERVoir CHRoNiCLE- 1,2004,eng
316905712,"Cirque Du Freak (Cirque du Freak, #1) ",2000,eng
1563898586,"The League of Extraordinary Gentlemen, Vol. I",2000,eng
763622591,Feed,2002,eng
425226921,,2009,eng
486275485,Mήδεια,-431,eng
1423118235,The Demon King,2009,eng
842314296,Hinds' Feet on High Places,1955,eng
037542380X,Black Hole,1995,eng
1607069318,"Saga, Volume Three",2014,eng
804178747,Personal,2014,eng
081297736X,A Man Without a Country,2005,eng
1101883073,Lilac Girls,2016,eng
316017701,7th Heaven,2008,eng
593073894,Make Me,2015,eng
770436420,A Constellation of Vital Phenomena,2013,eng
307594033,The End of Your Life Bookclub,2012,eng
1416913184,Two-Way Street,2007,eng
174166134X,The Siege of Macindaw,2006,eng
1563894459,"Transmetropolitan, Vol. 1: Back on the Street",1998,eng
1416903372,"Emperor Mage (Immortals, #3)",1994,eng
307590615,Decision Points,2010,eng
64400581,Julie of the Wolves,1972,eng
033039780X,Forever . . .,1975,eng
1476728747,The Wright Brothers,2015,eng
752858556,The Matarese Circle,1979,eng
1400063256,American Lion: Andrew Jackson in the White House,2008,eng
446573051,The Forgotten,2012,eng
765378558,Shadows of Self,2015,eng
345807952,Mad About the Boy,2013,eng
6280897,The Four Loves,1960,eng
042524413X,The Lost Wife,2011,eng
847826465,Storia della bellezza,2004,eng
067972477X,"I, Claudius",1934,eng
547959109,The Testing,2013,eng
1469984016,The Boy Who Sneaks in My Bedroom Window,2011,eng
037581468X,Terrier,2006,eng
312662750,First Grave on the Right,2011,eng
1451651694,A House in the Sky,2013,eng
1596437138,Anya's Ghost,2011,eng
067978148X,The Rules of Attraction,1987,eng
60572973,"The Good, the Bad, and the Undead",2005,eng
786942460,The Crystal Shard,1988,eng
140274219,Wide Sargasso Sea,1966,eng
316296198,The Magus,1965,eng
552148032,King of the Murgos,1988,eng
60288132,"It's OK, I'm Wearing Really Big Knickers! (Confessions of Georgia Nicolson, #2)",2000,eng
316134074,Dreams of Gods & Monsters,2014,eng
385525001,Playing For Pizza,2007,eng
1402784031,Tiger's Curse,2011,eng
441102670,Chapterhouse: Dune,1985,eng
399252517,Brown Girl Dreaming,2014,eng
316081051,Feed,2010,eng
553213180,Rainbow Valley,1917,eng
345476166,The Templar Legacy,2006,eng
1401340903,The Physick Book of Deliverance Dane,2009,eng
765310023,Deadhouse Gates,2000,eng
1743342373,Lick,2013,eng
312997132,"Not a Penny More, Not a Penny Less",1976,ms
575082453,Best Served Cold,2009,eng
62309668,Elizabeth Is Missing,2014,eng
1416505016,Consent to Kill,2005,eng
679444327,The Warmth of Other Suns: The Epic Story of America's Great Migration ,2010,eng
62206281,El prisionero del cielo,2011,eng
671047345,Separation of Power,2001,eng
439829100,"Tomorrow, When the War Began",1993,eng
1599951495,"Monuments Men: Allied Heroes, Nazi Thieves and the Greatest Treasure Hunt in History ",2009,eng
374346674,Love Letters to the Dead,2014,eng
1101947136,Homegoing,2016,eng
393068471,Packing for Mars: The Curious Science of Life in the Void ,2010,eng
446195502,Divine Justice,2008,eng
785132619,Kick-Ass,2010,eng
1401908977,Left to Tell: Discovering God Amidst the Rwandan Holocaust,2006,eng
61449121,Plague,2011,eng
321107217,Hard Times: For These Times,1854,eng
2877068161,La Vérité sur l'affaire Harry Quebert,2011,fre
316176532,A God in Ruins,2015,eng
052595158X,Caught,2010,eng
373802498,Magic Study,2006,eng
156931778X,バトル・ロワイアル,1999,eng
553807218,The Girl Who Chased the Moon,2010,eng
1842323008,A Town Like Alice,1950,eng
039916927X,,2014,eng
778325318,The Secret Life Of CeeCee Wilkes,2006,eng
425230074,Bed of Roses,2009,eng
425147584,Debt of Honor,1994,eng
156904365,Till We Have Faces,1956,eng
142406120,Point Blanc,2001,eng
425181111,Strangers,1986,da
451209338,The Kill Artist,2000,eng
1844280594,Knuffle Bunny:  A Cautionary Tale,2004,eng
62067753,The Long Earth,2012,eng
446691437,The War of Art: Break Through the Blocks and Win Your Inner Creative Battles,2002,eng
679723056,What We Talk About When We Talk About Love: Stories,1981,eng
670061107,That Summer,1996,eng
316187747,Theft of Swords,2011,eng
1250010691,Necessary Lies,2013,eng
449208133,Lucifer's Hammer,1977,eng
425205754,Montana Sky,1996,eng
451530179,Of Human Bondage,1915,eng
451471474,I Was Here,2015,eng
525467262,,1961,eng
553584537,,2004,eng
395169615,Mike Mulligan and His Steam Shovel,1938,eng
62278789,,2013,eng
61161640,Making Money,2007,eng
1423368991,Happy Ever After,2010,eng
140230270,Harvesting the Heart,1993,eng
1423157516,Never Fade,2013,eng
446407410,Dewey: The Small-Town Library Cat Who Touched the World,2008,eng
60788380,For a Few Demons More ,2007,eng
076536543X,Mistborn Trilogy Boxed Set,2009,eng
671024094,,1998,eng
545060486,The Emperor's Code,2010,eng
618164413,The Complete Adventures of Curious George,1969,eng
316069418,The Drop,2011,eng
189221301X,美少女戦士セーラームーン 1 [Bishōjo Senshi Sailor Moon 1],1992,eng
545326990,Drama,2012,eng
074326004X,Assassination Vacation,2005,eng
380014300,Nine Princes in Amber,1970,eng
1451693567,The Museum of Extraordinary Things,2014,eng
765304961,"Ender in Exile (The Ender Quintet, #2)",2008,eng
042519485X,Undead and Unwed,2004,eng
385418868,The Power of Myth,1988,eng
765375869,Lock In,2014,eng
385351232,Longbourn,2013,eng
399230033,"Good Night, Gorilla",1994,it
62217135,"Severed Heads, Broken Hearts",2013,eng
054506046X,"In Too Deep (The 39 Clues, Book 6)",2009,eng
1840187166,Catch Me If You Can,1980,eng
515133876,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",2001,eng
684865181,,1989,eng
345545834,Claim Me,2013,eng
067003777X,Special Topics in Calamity Physics,2006,eng
62259652,Bird Box,2014,eng
62071041,Partials,2012,eng
618773479,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,2006,eng
758278454,What She Left Behind,2013,eng
006156608X,Wicked,2008,eng
1416516352,Transfer of Power,1999,eng
60931728,Ariel,1965,eng
1401235417,"Batman, Volume 1: The Court of Owls",2012,eng
60735422,Practical Demonkeeping,1992,eng
451219953,The Last Templar,2006,eng
345518519,Official Book Club Selection: A Memoir According to Kathy Griffin,2009,eng
60932147,Kniha smíchu a zapomnění,1979,eng
440222656,The Horse Whisperer,1995,eng
61566179,Wanted,2010,eng
60788704,The Outlaw Demon Wails ,2008,eng
048627263X,Flatland: A Romance of Many Dimensions,1884,eng
031612611X,The Diviners,2012,eng
375851798,The Spectacular Now,2008,eng
61129739,The Art of Loving,1956,eng
043979143X,Gregor and the Code of Claw,2007,eng
380821214,Eric,1990,eng
