description,isbn_13,num_pages,num_comments,num_editions
"The Emmy Award-winning comedian, actress, writer, and star of Inside Amy Schumer and the acclaimed film Trainwreck has taken the entertainment world by storm with her winning blend of smart, satirical humor. Now, Amy Schumer has written a refreshingly candid and uproariously funny collection of (extremely) personal and observational essays. In The Girl with the Lower Back Tattoo, Amy mines her past for stories about her teenage years, her family, relationships, and sex and shares the experiences that have shaped who she is - a woman with the courage to bare her soul to stand up for what she believes in, all while making us laugh.Ranging from the raucous to the romantic, the heartfelt to the harrowing, this highly entertaining and universally appealing collection is the literary equivalent of a night out with your best friends - an unforgettable and fun adventure that you wish could last forever. Whether she's experiencing lust-at-first-sight while in the airport security line, sharing her own views on love and marriage, admitting to being an introvert, or discovering her cross-fit instructor's secret bad habit, Amy Schumer proves to be a bighearted, brave, and thoughtful storyteller that will leave you nodding your head in recognition, laughing out loud, and sobbing uncontrollably - but only because it's over.",9781501139890,323,5840,30
"The Bhagavad Gita is an early epic poem that recounts the conversation between Arjuna the warrior and his charioteer Krishna, the manifestation of God. In the moments before a great battle, the dialogue sets out the important lessons Arjuna must learn to change the outcome of the war he is to fight, and culminates in Krishna revealing to the warrior his true cosmic form, counselling him to search for the universal perfection of life. Ranging from instructions on yoga postures to dense moral discussion, the Gita is one of the most important Hindu texts, as well as serving as a practical guide to living well.",9780140449180,160,1316,596
"The remarkable, acclaimed series of interconnected detective novels – from the author of 4 3 2 1: A NovelThe New York Review of Books has called Paul Auster’s work “one of the most distinctive niches in contemporary literature.” Moving at the breathless pace of a thriller, this uniquely stylized triology of detective novels begins with City of Glass, in which Quinn, a mystery writer, receives an ominous phone call in the middle of the night. He’s drawn into the streets of New York, onto an elusive case that’s more puzzling and more deeply-layered than anything he might have written himself. In Ghosts, Blue, a mentee of Brown, is hired by White to spy on Black from a window on Orange Street. Once Blue starts stalking Black, he finds his subject on a similar mission, as well. In The Locked Room, Fanshawe has disappeared, leaving behind his wife and baby and nothing but a cache of novels, plays, and poems.This Penguin Classics Deluxe Edition includes an introduction from author and professor Luc Sante, as well as a pulp novel-inspired cover from Art Spiegelman, Pulitzer Prize-winning graphic artist of Maus and In the Shadow of No Towers.",9780143039840,308,2418,102
"Esperanza thought she'd always live with her family on their ranch in Mexico--she'd always have fancy dresses, a beautiful home, and servants. But a sudden tragedy forces Esperanza and Mama to flee to California during the Great Depression, and to settle in a camp for Mexican farm workers. Esperanza isn't ready for the hard labor, financial struggles, or lack of acceptance she now faces. When their new life is threatened, Esperanza must find a way to rise above her difficult circumstances--Mama's life, and her own, depend on it.",9780439120420,304,4620,34
"The author writes: The two long pieces in this book originally came out in The New Yorker ? RAISE HIGH THE ROOF BEAM, CARPENTERS in 1955, SEYMOUR ? An Introduction in 1959. Whatever their differences in mood or effect, they are both very much concerned with Seymour Glass, who is the main character in my still-uncompleted series about the Glass family. It struck me that they had better be collected together, if not deliberately paired off, in something of a hurry, if I mean them to avoid unduly or undesirably close contact with new material in the series. There is only my word for it, granted, but I have several new Glass stories coming along ? waxing, dilating ? each in its own way, but I suspect the less said about them, in mixed company, the better. Oddly, the joys and satisfactions of working on the Glass family peculiarly increase and deepen for me with the years. I can't say why, though. Not, at least, outside the casino proper of my fiction.",9780316766940,256,1373,89
"Enter a world where the sometimes shocking and often hilarious mating habits of the privileged are exposed by a true insider. In essays drawn from her witty and sometimes brutally candid column in the New York Observer, Candace Bushnell introduces us to the young and beautiful who travel in packs from parties to bars to clubs. Meet ""Carrie,"" the quintessential young writer looking for love in all the wrong places...""Mr. Big,"" the business tycoon who drifts from one relationship to another...""Samantha Jones,"" the fortyish, successful, ""testosterone woman"" who uses sex like a man...not to mention ""Psycho Moms,"" ""Bicycle Boys,"" ""International Crazy Girls,"" and the rest of the New Yorkers who have inspired one of the most watched TV series of our time. You've seen them on HBO, now read the book that started it all...",9780446617680,304,1590,91
"Dating both a vampire and a werewolf isn't easy. But just to complicate Anita's already messy life, someone has put a price on her head. Love cannot save her this time, so she turns to Edward, hitman extraordinaire, for help. But finding the person behind the threat won't be easy, because as both a vampire hunter and zombie reanimator, Anita has made a lot of enemies-both human and otherwise.",9780425209070,368,1104,34
"Friedrich Nietzsche's Beyond Good and Evil is translated from the German by R.J. Hollingdale with an introduction by Michael Tanner in Penguin Classics.Beyond Good and Evil confirmed Nietzsche's position as the towering European philosopher of his age. The work dramatically rejects the tradition of Western thought with its notions of truth and God, good and evil. Nietzsche demonstrates that the Christian world is steeped in a false piety and infected with a 'slave morality'. With wit and energy, he turns from this critique to a philosophy that celebrates the present and demands that the individual imposes their own 'will to power' upon the world.This edition includes a commentary on the text by the translator and Michael Tanner's introduction, which explains some of the more abstract passages in Beyond Good and Evil.Frederich Nietzsche (1844-1900) became the chair of classical philology at Basel University at the age of 24 until his bad health forced him to retire in 1879. He divorced himself from society until his final collapse in 1899 when he became insane. A powerfully original thinker, Nietzsche's influence on subsequent writers, such as George Bernard Shaw, D.H. Lawrence, Thomas Mann and Jean-Paul Sartre, was considerable.If you enjoyed Beyond Good and Evil you might like Nietzsche's Thus Spoke Zarathustra, also available in Penguin Classics.""One of the greatest books of a very great thinker."" —Michael Tanner",9780140449240,240,1080,658
"The Newbery Honor-winning American classic,  The Watsons Go to Birmingham--1963 , celebrates 20 years with this anniversary edition featuring a special letter from Christopher Paul Curtis and an introduction by noted educator Dr. Pauletta Bracy. Enter the hilarious world of ten-year-old Kenny and his family, the Weird Watsons of Flint, Michigan. There's Momma, Dad, little sister Joetta, and brother Byron, who's thirteen and an ""official juvenile delinquent."" When Momma and Dad decide it's time for a visit to Grandma, Dad comes home with the amazing Ultra-Glide, and the Watsons set out on a trip like no other. They're heading South to Birmingham, Alabama, toward one of the darkest moments in America's history.",9780440228000,224,3568,52
"One of Charles Bukowski's best, this beer-soaked, deliciously degenerate novel follows the wanderings of aspiring writer Henry Chinaski across World War II-era America. Deferred from military service, Chinaski travels from city to city, moving listlessly from one odd job to another, always needing money but never badly enough to keep a job. His day-to-day existence spirals into an endless litany of pathetic whores, sordid rooms, dreary embraces, and drunken brawls, as he makes his bitter, brilliant way from one drink to the next.Charles Bukowski's posthumous legend continues to grow. Factotum is a masterfully vivid evocation of slow-paced, low-life urbanity and alcoholism, and an excellent introduction to the fictional world of Charles Bukowski.",9780876852640,208,1213,80
"To survive in a ruined world, she must embrace the darknessAllison Sekemoto survives in the Fringe, the outermost circle of a walled-in city. By day, she and her crew scavenge for food. By night, any one of them could be eaten. Some days, all that drives Allie is her hatred of them—the vampires who keep humans as blood cattle. Until the night Allie herself dies and becomes one of the monsters.Forced to flee her city, Allie must pass for human as she joins a ragged group of pilgrims seeking a legend—a place that might have a cure for the disease that killed off most of civilization and created the rabids, the bloodthirsty creatures who threaten human and vampire alike. And soon Allie will have to decide what and who is worth dying for again.Enter Julie Kagawa's dark and twisted world as an unforgettable journey begins.",9780373210510,485,5673,40
"""The tragedies keep coming. As we reel from the latest horror . . . "" So begins a new epilogue, illustrating how Columbine became the template for nearly two decades of ""spectacle murders."" It is a false script, seized upon by a generation of new killers. In the wake of Newtown, Aurora, and Virginia Tech, the imperative to understand the crime that sparked this plague grows more urgent every year.What really happened April 20, 1999? The horror left an indelible stamp on the American psyche, but most of what we ""know"" is wrong. It wasn't about jocks, Goths, or the Trench Coat Mafia. Dave Cullen was one of the first reporters on scene, and spent ten years on this book-widely recognized as the definitive account. With a keen investigative eye and psychological acumen, he draws on mountains of evidence, insight from the world's leading forensic psychologists, and the killers' own words and drawings-several reproduced in a new appendix. Cullen paints raw portraits of two polar opposite killers. They contrast starkly with the flashes of resilience and redemption among the survivors.",9780446546940,417,6131,3
"The Talamasca, documenters of paranormal activity, is on the hunt for the newly born Lasher. Mayfair women are dying from hemorrhages and a strange genetic anomaly has been found in Rowan and Michael. Lasher, born from Rowan, is another species altogether and now in the corporeal body, represents an incalcuable threat to the Mayfairs. Rowan and Lasher travel together to Houston and she becomes pregnant with another creature like him, a Taltos. Lasher seeks to reproduce his race in other women, but they cannot withstand it. Rowan escapes and becomes comatose as her fully-grown Taltos daughter is born. The Mayfairs declare all-out war on Lasher and try to nurse Rowan back to heatlth.Michael remains entwined in the Mayfair family and learns how he comes by his strange powers. Michael's ghostly visiting from a long-dead Mayfair reveals the importance of destroying Lasher. In the investigation, Lasher's origins are revealed, the new Taltos Emaleth returns, and the climax of death and life engulfs the family.--annerice.com",9780099471430,400,786,54
"Mattie was never truly mine. That knowledge must have filled me as quickly and surely as the milk from her breasts. Although my family ‘owned’ her, although she occupied the center of my universe, her deepest affections lay elsewhere. So along with the comfort of her came the fear that I would lose her some day. This is our story... So begins Lisbeth Wainwright’s compelling tale of coming-of-age in antebellum Virginia. Born to white plantation owners but raised by her enslaved black wet nurse, Mattie, Lisbeth’s childhood unfolds on the line between two very different worlds. Growing up under the tender care of Mattie, Lisbeth adopts her surrogate mother’s deep-seated faith in God, her love of music and black-eyed peas, and the tradition of hunting for yellow crocuses in the early days of spring. In time, Lisbeth realizes she has freedoms and opportunities that Mattie does not have, though she’s confined by the societal expectations placed on women born to privilege. As Lisbeth grows up, she struggles to reconcile her love for her caregiver with her parents’ expectations, a task made all the more difficult as she becomes increasingly aware of the ugly realities of the American slavery system. When Lisbeth bears witness to a shockingly brutal act, the final vestiges of her naiveté crumble around her. Lisbeth realizes she must make a choice, one that will require every ounce of the courage she learned from her beloved Mattie. This compelling historical novel is a richly evocative tale of love, loss, and redemption set during one of the most sinister chapters of American history.' ",,229,3915,16
"From the streets of Iraq to the rescue of Captain Richard Phillips in the Indian Ocean, and from the mountaintops of Afghanistan to the third floor of Osama Bin Laden's compound, operator Mark Owen of the U.S. Naval Special Warfare Development Group--commonly known as SEAL Team Six--has been a part of some of the most memorable special operations in history, as well as countless missions that never made headlines.No Easy Day puts readers alongside Owen and the other handpicked members of the twenty-four-man team as they train for the biggest mission of their lives. The blow-by-blow narrative of the assault, beginning with the helicopter crash that could have ended Owen's life straight through to the radio call confirming Bin Laden’s death, is an essential piece of modern history.In No Easy Day, Owen also takes readers onto the field of battle in America's ongoing War on Terror and details the selection and training process for one of the most elite units in the military. Owen's story draws on his youth in Alaska and describes the SEALs' quest to challenge themselves at the highest levels of physical and mental endurance. With boots-on-the-ground detail, Owen describes numerous previously unreported missions that illustrate the life and work of a SEAL and the evolution of the team after the events of September 11. In telling the true story of the SEALs whose talents, skills, experiences, and exceptional sacrifices led to one of the greatest victories in the War on Terror, Mark Owen honors the men who risk everything for our country, and he leaves readers with a deep understanding of the warriors who keep America safe.",9780525953720,316,3561,50
"The Chaperone is  a captivating novel about the woman who chaperoned an irreverent Louise Brooks to New York City in 1922 and the summer that would change them both. Only a few years before becoming a famous silent-film star and an icon of her generation, a fifteen-year-old Louise Brooks leaves Wichita, Kansas, to study with the prestigious Denishawn School of Dancing in New York. Much to her annoyance, she is accompanied by a thirty-six-year-old chaperone, who is neither mother nor friend. Cora Carlisle, a complicated but traditional woman with her own reasons for making the trip, has no idea what she’s in for. Young Louise, already stunningly beautiful and sporting her famous black bob with blunt bangs, is known for her arrogance and her lack of respect for convention. Ultimately, the five weeks they spend together will transform their lives forever. For Cora, the city holds the promise of discovery that might answer the question at the core of her being, and even as she does her best to watch over Louise in this strange and bustling place she embarks on a mission of her own. And while what she finds isn’t what she anticipated, she is liberated in a way she could not have imagined. Over the course of Cora’s relationship with Louise, her eyes are opened to the promise of the twentieth century and a new understanding of the possibilities for being fully alive. Drawing on the rich history of the 1920s,’30s, and beyond—from the orphan trains to Prohibition, flappers,  and the onset of the Great Depression to the burgeoning movement for equal rights and new opportunities for women—Laura Moriarty’s The Chaperone illustrates how rapidly everything, from fashion and hemlines to values and attitudes, was changing at this time and what a vast difference it all made for Louise Brooks, Cora Carlisle, and others like them.",9781594487020,367,5063,40
"In Richmond, Virginia, young lovers are dying. So far, four couples in the area have disappeared, only to be found months later as mutilated corpses. When the daughter of the president's newest drug czar vanishes along with her boyfriend, Dr. Kay Scarpetta knows time is short. Following a macabre trail of evidence that ties the present homicides to a grisly crime in the past, Kay must draw upon her own personal resources to track down a murderer who is as skilled at eliminating clues as Kay is at finding them ...",9780684193950,373,788,108
"There's a place in Wentworth, Ohio, where summer is in full swing. It's called Poplar Street. Up until now it's been a nice place to live. The idling red van around the corner is about to change all that. Let the battle against evil begin. Here come...The Regulators",9780451191010,512,903,110
"Ten thousand years ago, Morpheus condemned a woman who loved him to Hell. Now the other members of his immortal family, The Endless, have convinced the Dream King that this was an injustice. To make it right, Morpheus must return to Hell to rescue his banished love -- and Hell's ruler, the fallen angel Lucifer, has already sworn to destroy him.

Collects THE SANDMAN #21-28.",9781563890350,217,1261,35
"Andie DeGrasse, an aspiring actress and single mom, is not your typical juror. Hoping to get dismissed from the pool, she tells the judge that most of her legal knowledge comes from a bit part curling around the stripper's pole in The Sopranos. But she still ends up as juror number 11 in a landmark trial against a notorious mob boss.
  The judge is terrified of the defendant.
The case quickly becomes the new Trial of the Century. Mafia don Dominic Cavello, known as the Electrician, is linked to hundreds of gruesome, unspeakable crimes. Senior FBI agent Nick Pellisante has been tracking him for years. He knows Cavello's power reaches far beyond the courtroom but the FBI's evidence against the ruthless killer is ironclad. Conviction is sure thing.
  So is the jury.
As the jury is about to reach a verdict, the Electrician makes one devastating move that no one could have predicted. The entire nation is reeling, and Andie's world is shattered. For her, the hunt for the Electrician becomes personal, and she and Pellisante come together in an unbreakable bond: they exact justice - at any cost.
  The verdict: Run for your life.
",9780316013930,419,890,53
"George Eliot's tale of a solitary miser gradually redeemed by the joy of fatherhood, Silas Marner is edited with an introduction and notes by David Carroll in Penguin Classics.Wrongly accused of theft and exiled from a religious community many years before, the embittered weaver Silas Marner lives alone in Raveloe, living only for work and his precious hoard of money. But when his money is stolen and an orphaned child finds her way into his house, Silas is given the chance to transform his life. His fate, and that of Eppie, the little girl he adopts, is entwined with Godfrey Cass, son of the village Squire, who, like Silas, is trapped by his past. Silas Marner, George Eliot's favourite of her novels, combines humour, rich symbolism and pointed social criticism to create an unsentimental but affectionate portrait of rural life.This text uses the Cabinet edition, revised by George Eliot in 1878. David Carroll's introduction is complemented by the original Penguin Classics edition introduction by Q.D. Leavis.Mary Ann Evans (1819-80) began her literary career as a translator, and later editor, of the Westminster Review. In 1857, she published Scenes of Clerical Life, the first of eight novels she would publish under the name of 'George Eliot', including The Mill on the Floss, Middlemarch, and Daniel Deronda.If you enjoyed Silas Marner, you might like Nathaniel Hawthorne's The Scarlet Letter, also available in Penguin Classics.'I think Silas Marner holds a higher place than any of the author's works. It is more nearly a masterpiece; it has more of that simple, rounded, consummate aspect ... which marks a classical work'Henry James",9781416500350,262,2616,762
"Daemon will do anything to get Katy back.After the successful but disastrous raid on Mount Weather, he’s facing the impossible. Katy is gone. Taken. Everything becomes about finding her. Taking out anyone who stands in his way? Done. Burning down the whole world to save her? Gladly. Exposing his alien race to the world? With pleasure.All Katy can do is survive.Surrounded by enemies, the only way she can come out of this is to adapt. After all, there are sides of Daedalus that don’t seem entirely crazy, but the group’s goals are frightening and the truths they speak even more disturbing. Who are the real bad guys? Daedalus? Mankind? Or the Luxen? Together, they can face anything.But the most dangerous foe has been there all along, and when the truths are exposed and the lies come crumbling down, which side will Daemon and Katy be standing on?And will they even be together?",9781622660760,374,6750,32
"Every schoolchild learns about the mutually beneficial dance of honeybees and flowers: The bee collects nectar and pollen to make honey and, in the process, spreads the flowers’ genes far and wide. In The Botany of Desire, Michael Pollan ingeniously demonstrates how people and domesticated plants have formed a similarly reciprocal relationship. He masterfully links four fundamental human desires—sweetness, beauty, intoxication, and control—with the plants that satisfy them: the apple, the tulip, marijuana, and the potato. In telling the stories of four familiar species, Pollan illustrates how the plants have evolved to satisfy humankind’s most basic yearnings. And just as we’ve benefited from these plants, we have also done well by them. So who is really domesticating whom?",9780375760400,297,2753,32
"Is death the end . . . or only the beginning?Ethan Wate has spent most of his life longing to escape the stiflingly small Southern town of Gatlin. He never thought he would meet the girl of his dreams, Lena Duchannes, who unveiled a secretive, powerful, and cursed side of Gatlin, hidden in plain sight. And he never could have expected that he would be forced to leave behind everyone and everything he cares about. So when Ethan awakes after the chilling events of the Eighteenth Moon, he has only one goal: to find a way to return to Lena and the ones he loves.Back in Gatlin, Lena is making her own bargains for Ethan's return, vowing to do whatever it takes -- even if that means trusting old enemies or risking the lives of the family and friends Ethan left to protect.Worlds apart, Ethan and Lena must once again work together to rewrite their fate, in this stunning finale to the Beautiful Creatures series.",9780316123530,456,3949,50
"A long lost letter arrives in the post and Edie Burchill finds herself on a journey to Milderhurst Castle, a great but moldering old house, where the Blythe spinsters live and where her mother was billeted 50 years before as a 13 year old child during WWII. The elder Blythe sisters are twins and have spent most of their lives looking after the third and youngest sister, Juniper, who hasn’t been the same since her fiance jilted her in 1941.  Inside the decaying castle, Edie begins to unravel her mother’s past. But there are other secrets hidden in the stones of Milderhurst, and Edie is about to learn more than she expected. The truth of what happened in ‘the distant hours’ of the past has been waiting a long time for someone to find it. Morton once again enthralls readers with an atmospheric story featuring unforgettable characters beset by love and circumstance and haunted by memory, that reminds us of the rich power of storytelling.",9781439152780,562,6263,103
"A tragic accident. It all happened so quickly. She couldn't have prevented it. Could she?In a split second, Jenna Gray's world descends into a nightmare. Her only hope of moving on is to walk away from everything she knows to start afresh. Desperate to escape, Jenna moves to a remote cottage on the Welsh coast, but she is haunted by her fears, her grief and her memories of a cruel November night that changed her life forever.Slowly, Jenna begins to glimpse the potential for happiness in her future. But her past is about to catch up with her, and the consequences will be devastating . . .",9780751554150,371,7154,64
"Tricked by the uncle who has stolen his inheritance, young David Balfour is kidnapped and bound for America. Or at least that was the plan, until the ship runs into trouble and David is rescued by Alan Breck Stewart, fugitive Jacobite and, by his own admission, a ‘bonny fighter’. Balfour, a canny lowlander, finds an echo of some wilder and more romantic self in the wilful and courageous Highland spirit of Alan Breck. A strange and difficult friendship is born, as their adventures begin.Kidnapped has become a classic of historical romance the world over and is justly famous as a novel of travel and adventure in the Scottish landscape. Stevenson’s vivid descriptive powers were never better than in his account of remote places and dangerous action in the Highlands in the years after Culloden.‘A cracking tale of low skulduggery and high adventure, Robert Louis Stevenson’s Kidnapped has enthralled generations of readers since its first publication in 1886. A book for thrill-seekers of all ages, this romp through Jacobite Scotland is a true classic.’ Sunday Herald‘A delicately balanced book, expertly controlled, sharply focused, and written with an affectionate irony. It is perhaps the finest of Stevenson’s novels.’ Jenni Calder",9780439295790,288,1319,849
"Return once again to the enduring account of life in the Mojo lane, to the Permian Panthers of Odessa -- the winningest high school football team in Texas history. Odessa is not known to be a town big on dreams, but the Panthers help keep the hopes and dreams of this small, dusty town going. Socially and racially divided, its fragile economy follows the treacherous boom-bust path of the oil business.In bad times, the unemployment rate barrels out of control; in good times, its murder rate skyrockets. But every Friday night from September to December, when the Permian High School Panthers play football, this West Texas town becomes a place where dreams can come true. With frankness and compassion, Bissinger chronicles one of the Panthers' dramatic seasons and shows how single-minded devotion to the team shapes the community and inspires-and sometimes shatters-the teenagers who wear the Panthers' uniforms. Includes Reader's Group Guide inside. Now a major motion picture starring Billy Bob Thorton.",9780306814260,357,1835,34
"Ashton is getting tired of being good, of impressing her parents and playing ideal girlfriend to Sawyer Vincent. Sawyer is perfect, a regular Prince Charming, but when he leaves town for the summer, it’s his cousin Beau who catches Ashton’s eye. Beau is the sexiest guy she’s ever seen, and even though he’s dangerous, Ashton is drawn to him.Beau loves his cousin like a brother, so the last thing he wants to do is make a move on Sawyer’s girl. Ashton is off-limits, absolutely. That’s why he does his best to keep his distance, even though he’s been in love with her forever. When Ashton wants to rekindle their childhood friendship in Sawyer’s absence, Beau knows he should say no.Ashton and Beau don’t want to hurt Sawyer. But the more they try to stay away from each other, the more intense their urges become. It’s getting way too hard to resist....",,260,3653,42
"""The Cask of Amontillado"" (sometimes spelled ""The Casque of Amontillado"") is a short story, written by Edgar Allan Poe and first published in the November 1846 issue of Godey's Lady's Book. The story is set in a nameless Italian city in an unspecified year (possibly sometime during the eighteenth century) and concerns the deadly revenge taken by the narrator on a friend who he claims has insulted him. Like several of Poe's stories, and in keeping with the 19th-century fascination with the subject, the narrative revolves around a person being buried alive – in this case, by immurement.",9781594561860,20,924,98
"Prized through the ages for its splendor and its savage, sophisticated wit, The Metamorphoses is a masterpiece of Western culture--the first attempt to link all the Greek myths, before and after Homer, in a cohesive whole, to the Roman myths of Ovid's day. Horace Gregory, in this modern translation, turns his poetic gifts toward a deft reconstruction of Ovid's ancient themes, using contemporary idiom to bring today's reader all the ageless drama and psychological truths vividly intact. --From the book jacket",9780140447900,723,1121,437
"Set during the waning days of the Trujillo dictatorship in the Dominican Republic in 1960, this extraordinary novel tells the story of the Mirabal sisters, three young wives and mothers who are assassinated after visiting their jailed husbands. From the author of How the Garcia Girls Lost Their Accents comes this tale of courage and sisterhood set in the Dominican Republic during the rise of the Trujillo dictatorship. A skillful blend of fact and fiction, In the Time of the Butterflies is inspired by the true story of the three Mirabal sisters who, in 1960, were murdered for their part in an underground plot to overthrow the government. Alvarez breathes life into these historical figures--known as ""las mariposas,"" or ""the butterflies,"" in the underground--as she imagines their teenage years, their gradual involvement with the revolution, and their terror as their dissentience is uncovered.  Alvarez's controlled writing perfectly captures the mounting tension as ""the butterflies"" near their horrific end. The novel begins with the recollections of Dede, the fourth and surviving sister, who fears abandoning her routines and her husband to join the movement. Alvarez also offers the perspectives of the other sisters: brave and outspoken Minerva, the family's political ringleader; pious Patria, who forsakes her faith to join her sisters after witnessing the atrocities of the tyranny; and the baby sister, sensitive Maria Teresa, who, in a series of diaries, chronicles her allegiance to Minerva and the physical and spiritual anguish of prison life.  In the Time of the Butterflies is an American Library Association Notable Book and a 1995 National Book Critics Circle Award nominee.",9780452274430,324,3168,58
"Young Julie Harmon works ""hard as a man,"" they say, so hard that at times she's not sure she can stop. People depend on her to slaughter the hogs and nurse the dying. People are weak, and there is so much to do. At just seventeen she marries and moves down into the valley of Gap Creek, where perhaps life will be better.But Julie and Hank's new life in the valley, in the last years of the nineteenth century, is more complicated than the couple ever imagined. Sometimes it's hard to tell what to fear most—the fires and floods or the flesh-and-blood grifters, drunks, and busybodies who insinuate themselves into their new life. To survive, they must find out whether love can keep chaos and madness at bay. Their struggles with nature, with work, with the changing century, and with the disappointments and triumphs of their union make Gap Creek a timeless story of a marriage.A native of the North Carolina mountains, Robert Morgan was raised on land settled by his Welsh ancestors. An accomplished novelist and poet, he has won the James B. Hanes Poetry Prize, the North Carolina Award in Literature, and the Jacaranda Review Fiction Prize. His short stories have appeared in Prize Stories: The O. Henry Awards and New Stories from the South, and his novel The Truest Pleasure was a finalist for the Southern Book Critics Circle Award for Fiction.",9780743203630,336,1406,34
"The Hematoi descend from the unions of gods and mortals, and the children of two Hematoi pure bloods have godlike powers. Children of Hematoi and mortals--well, not so much. Half-bloods only have two options: become trained Sentinels who hunt and kill daimons or become servants in the homes of the pures.Seventeen-year-old Alexandria would rather risk her life fighting than waste it scrubbing toilets, but she may end up slumming it anyway. There are several rules that students at the Covenant must follow. Alex has problems with them all, but especially rule #1:Relationships between pures and halfs are forbidden. Unfortunately, she's crushing hard on the totally hot pure-blood Aiden. But falling for Aiden isn't her biggest problem--staying alive long enough to graduate the Covenant and become a Sentinel is.If she fails in her duty, she faces a future worse than death or slavery: being turned into a daimon, and being hunted by Aiden. And that would kind of suck.",9780983157200,281,5284,26
"Please note that this is the graphic novel adaptation of Sleepy Hollow. If you're looking for the short story, go here.This is Bo Hampton's 1993 Legend of Sleepy Hollow, a faithful adaptation of Washington Irving's tale surrounding the ghostly inhabitants of Tarrytown, New York around the time of the American Revolution. The cast of characters is headed up by the Headless Horseman himself. This edition boasts new covers and 16 pages of new material, including numerous preliminary sketches of scenes and characters.",9781582404110,64,400,2
"This is the story of how a haughty former sorority girl went from having a household income of almost a quarter-million dollars to being evicted from a ghetto apartment... It's a modern Greek tragedy, as defined by Roger Dunkle in The Classical Origins of Western Culture: a story in which ""the central character, called a tragic protagonist or hero, suffers some serious misfortune which is not accidental and therefore meaningless, but is significant in that the misfortune is logically connected.""In other words? The bitch had it coming.",9780451217610,400,4092,14
"Daughter of a controlling mother, Elizabeth finally let loose one night, drinking at a nightclub and allowing a strange man's seductive Russian accent lure her to a house on Lake Shore Drive. The events that followed changed her life forever. Twelve years later, the woman known as Abigail Lowery lives on the outskirts of a small town in the Ozarks. A freelance programmer, she designs sophisticated security systems -- and supplements her own security with a fierce dog and an assortment of firearms. She keeps to herself, saying little, revealing nothing. But Abigail's reserve only intrigues police chief Brooks Gleason. Her logical mind, her secretive nature, and her unromantic viewpoints leave him fascinated but frustrated. He suspects that Abigail needs protection from something -- and that her elaborate defenses hide a story that must be revealed.With a quirky, unforgettable heroine and a pulse-pounding plotline, Nora Roberts presents a riveting new read that cements her place as today's most reliably entertaining thriller -- and will leave people hungering for more.",9780399159370,757,4008,75
"A small Georgia town erupts in panic when a young college professor is found brutally mutilated in the local diner. But it's only when town pediatrician and coroner Sara Linton does the autopsy that the full extent of the killer's twisted work becomes clear. Sara's ex-husband, police chief Jeffrey Tolliver, leads the investigation -- a trail of terror that grows increasingly macabre when another local woman is found crucified a few days later. But he's got more than a sadistic serial killer on his hands, for the county's sole female detective, Lena Adams -- the first victim's sister -- wants to serve her own justice. But it is Sara who holds the key to finding the killer. A secret from her past could unmask the brilliantly malevolent psychopath .. or mean her death.",9780380820890,418,1923,96
"Wallace Stegner's Pultizer Prize-winning novel is a story of discovery—personal, historical, and geographical. Confined to a wheelchair, retired historian Lyman Ward sets out to write his grandparents' remarkable story, chronicling their days spent carving civilization into the surface of America's western frontier. But his research reveals even more about his own life than he's willing to admit. What emerges is an enthralling portrait of four generations in the life of an American family.",9780140169300,569,3560,37
"The young haremaid Dotti and the badger-warrior Lord Brocktree—unlikely comrades—set out for Salamandastron together, only to discover the legendary mountain has been captured by the wildcat Ungatt Trunn and his Blue Hordes. To face them, the two must rally an army—hares and otters, shrews and moles, mice and squirrels—and execute a plan that makes up in cleverness what it lacks in force.",9780142501110,370,206,22
"It's been months since Aria last saw Perry. Months since Perry was named Blood Lord of the Tides, and Aria was charged with an impossible mission. Now, finally, they are about to be reunited. But their reunion is far from perfect. The Tides don't take kindly to Aria, a former Dweller. And with the worsening Aether storms threatening the tribe's precarious existence, Aria begins to fear that leaving Perry behind might be the only way to save them both.Threatened by false friends and powerful temptations, Aria and Perry wonder, can their love survive through the ever night?",9780062072060,341,4142,38
"The New York Times bestselling follow-up to the #1 New York Times bestseller A Million Little Pieces-the heartrending story of a friendship between a newly-sober James and the charismatic, high-living mobster he met in rehab, Leonard.  A Million Little Pieces was the first Oprah Book Club pick by a living author in over two years. It instantly became a #1 New York Times bestseller, a #1 USA Today bestseller, and a #1 Publishers Weekly bestseller, with over 1.7 million copies in print.  My Friend Leonard picks up right where Pieces leaves off. A New York Times bestseller in its own right before the Oprah pick, My Friend Leonard is James Frey's story of his friendship with Leonard, the larger-than-life mobster who ""adopted"" James as he left rehab. Leonard, who offers James lucrative-if illegal, mysterious, and slightly dangerous-employment when he needs it. Leonard, of the secret deals, of the surprising passions that belie his violent career choice, of fantastic generosity and ferocious loyalty. Leonard, who has been holding on to some remarkable secrets, and who has invested in their friendship more than James could ever imagine.  My Friend Leonard is, at its core, about the responsibility that comes with loving someone and going out on any number of limbs to care for them. And it is a book that proves that one of the most provocative literary voices of his generation is also one of the most emphatically human.",9781594481960,416,1589,37
