isbn_13,isbn_10,orig_title,orig_publication_yr,language_code
,,Accordance,2011,eng
9.78038E+12,038070952X,Ramona and Her Mother,1980,eng
9.78031E+12,307111547,The Three Little Kittens (A First Little Golden Book),1942,eng
9.78148E+12,1476776881,Maybe In Another Life,2015,eng
9.78145E+12,1451697244," Carry On, Warrior: Thoughts on Life Unarmed ",2013,eng
9.78067E+12,671792806,Principle Centered Leadership,1991,eng
9.78031E+12,307960382,Frosty the Snowman (Little Golden Book),1992,eng
9.78156E+12,1563894904,Preacher: War in the Sun,1999,eng
,,Norse Mythology,2017,eng
9.78079E+12,786286806,Valley of Silence,2006,eng
9.78178E+12,178089015X,Hope to Die,2014,eng
9.7804E+12,399158022,Red Mist,2011,eng
9.78074E+12,073642198X,,1986,eng
2.94001E+12,,Seducing Cinderella,2012,eng
9.78039E+12,385524986,Not My Daughter,2009,eng
9.78032E+12,316375144,,2016,eng
9.7814E+12,1401360238,The Debutante Divorcée,2006,eng
9.78125E+12,1250034515,Mightier Than the Sword,2015,eng
9.78031E+12,307262995,Nature Girl,2006,eng
9.78045E+12,044900063X,H is for Homicide,1991,eng
9.78055E+12,553584480,The Face,2003,eng
9.7808E+12,804140413,Food: A Love Story,2014,eng
9.78039E+12,385348614,Better Than Before: Mastering the Habits of Our Everyday Lives,2015,eng
9.78076E+12,756409608,Broken Homes,2013,eng
9.78006E+12,61931411,Dragon Haven,2010,eng
9.78141E+12,140690483X,"Right Ho, Jeeves",1934,eng
9.78031E+12,307700313,Some Luck,2014,eng
9.78159E+12,1594746370,"William Shakespeare's Star Wars: Verily, a New Hope",2013,eng
,,Hidden,2013,eng
9.7814E+12,140120256X,"Fables, Volume 3: Storybook Love",2004,eng
9.78006E+12,006074104X,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,1985,eng
9.78039E+12,393325350,,1973,eng
9.7807E+12,698113578,The Five Chinese Brothers,1938,eng
9.78035E+12,345418506,"The Source of Magic (Xanth, #2)",1979,eng
9.78006E+12,64440583,Days with Frog and Toad,1979,eng
,,The Atlantis World,2014,eng
9.78142E+12,1421502410,NARUTO -ナルト- 巻ノ十一 ,2002,eng
9.78146E+12,1455507199,The Middlesteins,2012,eng
9.7808E+12,804138818,Zomerhuis met zwembad,2011,eng
9.78006E+12,006008216X,Get Shorty,1990,eng
9.78031E+12,312360401,Honolulu,2009,ro
9.78038E+12,375500723,The Heart of a Woman,1981,eng
9.78039E+12,385524382,Sway: The Irresistible Pull of Irrational Behavior,2008,eng
9.78038E+12,380782340,Nobody's Baby But Mine,1997,eng
9.78125E+12,1250010098,Keep Quiet,2014,eng
9.78076E+12,755328175,Rumor Has it,2009,eng
9.78043E+12,425208435,Dragon Tears,1993,eng
9.78161E+12,1607069458,,2014,eng
9.78032E+12,316250813,California,2014,eng
9.78079E+12,786818697,The Pigeon Finds a Hot Dog!,2004,eng
9.78053E+12,525953612,Mrs. Lincoln's Dressmaker,2013,eng
9.78082E+12,823404706,Rotkäppchen,1983,eng
9.78086E+12,857203312,Ghost Boy,2011,eng
,,Beautifully Damaged,2012,eng
9.78159E+12,1592243002,Daisy Miller,1878,fr
9.78035E+12,345528697,The Swans of Fifth Avenue,2016,eng
9.78006E+12,61997188,,2011,eng
9.78144E+12,1441836314,New York to Dallas,2011,eng
9.78045E+12,446195510,True Blue,2009,eng
9.78032E+12,316376116,Winter Street,2014,eng
9.78142E+12,1416516743,Let Me Call You Sweetheart,1995,eng
9.78077E+12,765328542,Fuzzy Nation,2011,eng
9.78045E+12,449221512,I is for Innocent,1992,eng
9.78159E+12,1593080212,,1899,eng
9.78038E+12,375725342,The Art of Travel,2002,eng
9.78032E+12,316407135,Cross Justice,2015,eng
9.78081E+12,812995201,The Weight of Blood,2014,eng
9.7804E+12,399157867,V is for Vengeance,2011,eng
9.78053E+12,052595421X,,2013,eng
9.7814E+12,1401228305,"American Vampire, Volume 1",2010,eng
9.7804E+12,399155279,Heat Lightning,2008,eng
9.78074E+12,743484207,Secret Prey,1998,eng
9.78055E+12,553580272,Dune: House Atreides,1999,eng
9.78035E+12,345460065,The Romanov Prophecy,2004,eng
9.78031E+12,306816083,The Portable Atheist: Essential Readings for the Non-believer,2007,eng
,,The Girl With No Past,2015,eng
9.78077E+12,765341840,"Eye of the World (The Wheel of Time, #1-1)",1990,eng
9.78055E+12,545425123,,2012,eng
9.78006E+12,62294415,The Magic Strings of Frankie Presto,2012,eng
9.78055E+12,553392921,Fool's Quest,2015,eng
9.78068E+12,684852586,The Body Snatchers,1955,eng
,,Killing Patton: The Strange Death of World War II's Most Audacious General,2014,eng
,,First Shift: Legacy,2012,eng
9.78045E+12,446577898,The Inner Circle,2011,eng
9.78059E+12,593046358,The Crippled God,2011,eng
9.78039E+12,385488181,Eiger Dreams: Ventures Among Men and Mountains,1990,de
9.78074E+12,738210072,Belly Laughs: The Naked Truth About Pregnancy and Childbirth,2004,eng
9.78031E+12,307140210,Frosty the Snow Man,1950,eng
9.78052E+12,515132187,The Villa,2001,eng
9.78068E+12,684855631,The Empty Chair ,2000,eng
9.78185E+12,1846059739,Private Games ,2012,eng
9.78006E+12,60776390,Pinkalicious,2006,eng
9.78055E+12,552772291,Sleeping Arrangements,2001,eng
9.78089E+12,894802046,"The Silver Palate Cookbook: Delicious Recipes, Menus, Tips, Lore From Manhattan's Celebrated  Gourmet  Food Shop.",1982,eng
9.78387E+12,3867197571,バクマン。 1,2009,ger
9.78038E+12,037541486X,The Looming Tower: Al-Qaeda and the Road to 9/11,2006,eng
9.78043E+12,425099334,Shattered,1973,eng
9.78035E+12,345388666,The Shining Ones,1993,eng
9.78079E+12,785117210,House of M,2006,eng
9.78038E+12,375422730,The Good Husband of Zebra Drive,2007,eng
9.78074E+12,743468422,Shards of Honor,1986,eng
9.78055E+12,553804332,Say Goodbye,2008,eng
9.78031E+12,307105474,Scuffy the Tugboat and His Adventures Down the River,1946,eng
9.78031E+12,307118398,Just Me and My Dad (Look-Look),1977,eng
9.78035E+12,345515633,Last to Die,2012,eng
9.78148E+12,1476702993,The House We Grew Up In,2013,eng
9.78142E+12,141658661X,Full Black,2011,eng
,,,2012,eng
9.78031E+12,312997191,Summer People,2003,eng
9.78157E+12,1569319960,花より男子 1,1992,eng
9.78142E+12,1416596585,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",2011,eng
9.78057E+12,571225403,When We Were Orphans,2000,eng
9.78159E+12,1594488134,The Last Nude,2012,eng
9.78059E+12,590480871,,1999,eng
9.78035E+12,345479122,ヤマトナデシコ七変化,2000,eng
9.78141E+12,1405204273,,1992,eng
9.7804E+12,399218858,The Very Quiet Cricket,1990,eng
9.78039E+12,385338104,The Book of Joe,2003,eng
9.78142E+12,1421505754,ビューティーポップ 1 [Byūtī poppu 1],2004,eng
9.78006E+12,61119725,From Head to Toe,1997,eng
9.7814E+12,1401205003,"Fables, Volume 6: Homelands",2006,eng
9.78072E+12,718031822,For the Love: Fighting for Grace in a World of Impossible Standards,2015,eng
,,,2015,eng
9.78076E+12,758272812,Storm,2012,eng
9.78141E+12,1409113965,Minding Frankie,2010,eng
9.78039E+12,385539282,The Road to Little Dribbling,2015,eng
9.7814E+12,140227663X,The Firebird,2013,eng
9.78143E+12,1427803196,学園アリス１,2003,eng
9.78159E+12,1593081316,The Strange Case of Dr. Jekyll and Mr. Hyde ,1886,eng
9.78159E+12,1590597141,Founders at Work: Stories of Startups' Early Days,2001,eng
9.78035E+12,345390407,The Hidden City,1994,eng
,,Die Glasbläserin,2000,eng
9.78031E+12,307599469,Seating Arrangements,2012,eng
,,An Innocent Client,2008,eng
9.78067E+12,671725661,West Side Story,1961,eng
9.78032E+12,316210730,"Merry Christmas, Alex Cross",2011,eng
9.78032E+12,321344758,Don't Make Me Think! A common sense approach to web usability,2000,eng
9.78032E+12,316348406,"Shrill: Women Are Funny, It's Okay to Be Fat, and Feminists Don't Have to Be Nice",2016,eng
,,Axel,2013,eng
,9791680000,Sherlock Holmes : Silver Blaze,1892,eng
9.78055E+12,553807730,,2013,eng
9.78038E+12,380730367,Prayers for Rain ,1999,it
9.78031E+12,312534353,,2010,eng
9.78075E+12,750026049,The Hat,1997,eng
,,"Food Inc.: A Participant Guide: How Industrial Food is Making Us Sicker, Fatter, and Poorer-And What You Can Do About It",2009,eng
9.78006E+12,60588284,Kitten's First Full Moon,2004,eng
9.78078E+12,778322955,A Good Yarn,2005,eng
9.78038E+12,380789833,"Shards of a Broken Crown (The Serpentwar Saga, #4)",1998,eng
,,The Master Magician,2015,eng
9.78031E+12,310228638,"If You Want to Walk on Water, You've Got to Get Out of the Boat",2001,eng
9.78067E+12,670020486,The Piano Teacher,2008,eng
9.78159E+12,1594203075,Willpower: Rediscovering the Greatest Human Strength,2011,eng
9.78032E+12,316059854,Body Surfing,2007,eng
9.78055E+12,553567713,Into the Labyrinth,1993,eng
9.78039E+12,039487336X,,1987,eng
9.78035E+12,345517989,,2009,eng
9.78032E+12,316154512,A Wedding in December,2005,eng
9.78014E+12,143035304,Birds of a Feather,2004,eng
9.78007E+12,007141858X,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,1999,eng
9.78086E+12,857207563,,2014,eng
9.7804E+12,039915597X,U Is for Undertow,2009,eng
9.78079E+12,786907509,Passage to Dawn,1993,eng
,,,2011,eng
9.78157E+12,1573228737,Affinity,1999,eng
9.78079E+12,786929715, ,1989,eng
9.78032E+12,031623480X,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",2013,eng
9.78055E+12,553588117,Prince of the Blood,1989,eng
9.78076E+12,761123695,The Introvert Advantage: How to Thrive in an Extrovert World,2002,eng
9.78156E+12,1563894289,Preacher: Dixie Fried,1998,eng
9.78156E+12,156389405X,"Preacher: Ancient History (Preacher, #4)",1998,eng
9.78044E+12,439050227,David Gets in Trouble,2002,sv
9.78162E+12,1616203048,Descent,2015,eng
9.78031E+12,307394549,Martha Stewart's Cookies,2008,eng
9.78039E+12,394826205,Swimmy ,1963,eng
9.7808E+12,802170390,The Gathering,2007,eng
9.78032E+12,316210900,Cross My Heart,2013,eng
9.78062E+12,618194576,Flotsam,2006,eng
9.78072E+12,717287564,Winnie the Pooh and Tigger Too,1976,eng
9.7804E+12,399256504,Shelter,2011,eng
9.78159E+12,1593080425,Selected Stories of O. Henry ,1977,eng
9.7809E+12,898214971,The Taste of Home Cookbook,2006,eng
9.78055E+12,553268465,The Dogs of War,1974,eng
9.78142E+12,141651631X,Path of the Assassin,2003,eng
9.78081E+12,812538366,"The Wheel of Time: Boxed Set #1 (Wheel of Time, #1-3)",1990,eng
9.78142E+12,1416586598,Foreign Influence,2010,eng
9.78039E+12,038566740X,"The Omen Machine (Richard and Kahlan, #1)",2011,eng
9.78178E+12,1784751995,15th Affair,2016,eng
9.7804E+12,399162380,,2014,eng
2.94001E+12,,A Hidden Fire,2011,nl
9.78054E+12,544409914,Girl Waits with Gun,2015,eng
9.78031E+12,307962903,Astonish Me,2014,eng
9.78039E+12,394800230,A Fish Out of Water,1961,eng
9.78074E+12,743484371,A Stranger Is Watching,1977,eng
9.78069E+12,694011479,The Mixed-Up Chameleon,1975,eng
9.7808E+12,804141266,Vinegar Girl,2016,eng
9.78098E+12,097640110X,The Hedge Knight,1998,eng
9.78067E+12,671004530,On the Street Where You Live,2001,eng
9.78146E+12,1455599735,Uganda Be Kidding Me,2014,eng
9.78142E+12,1416544208,Eating the Dinosaur,2009,eng
9.78006E+12,62009494,Dodger,2012,eng
9.78045E+12,449226352,Home Again,1996,eng
9.78006E+12,62217208,Waiting to Be Heard: A Memoir,2013,eng
,,رباعیات [Robāʿiāt-e ʿOmar Khayyām],1120,per
9.78067E+12,670446149,Madeline and the Bad Hat,1956,eng
9.78055E+12,553807714,77 Shadow Street,2011,eng
9.78081E+12,805059962,Anne Frank : The Biography,1998,eng
9.78087E+12,874068134,An Occurrence at Owl Creek Bridge,1890,eng
9.78148E+12,1476748446,Glory over Everything: Beyond The Kitchen House,2016,eng
9.78075E+12,752891634,Deeper than the Dead,2008,eng
9.78081E+12,812996348,Girl at War,2015,eng
9.78045E+12,446675059,The Honk and Holler Opening Soon,1998,eng
9.78077E+12,765333511,The Human Division,2013,eng
9.78006E+12,60922249,Care of the Soul : A Guide for Cultivating Depth and Sacredness in Everyday Life,1988,eng
9.78006E+12,61836923,Moonlight Mile ,2010,eng
9.78031E+12,307957233,,2013,eng
9.78006E+12,61561630,City of Dragons,2011,eng
9.78043E+12,425214591,Darkfall,1984,eng
9.78037E+12,374281092,Someone,2013,eng
9.78031E+12,307020916,The Three Little Pigs (A Little Golden Book),1973,eng
9.78146E+12,145558116X,Friction,2015,eng
9.78014E+12,140546235,The Day Jimmy's Boa Ate the Wash,1980,eng
9.78146E+12,1455518379,The Panther,2012,eng
9.78043E+12,425212696,S is for Silence,2005,eng
9.78221E+12,2211065899,Frederick,1967,fre
9.78031E+12,307595609,I remember nothing and other reflections,2010,eng
9.78055E+12,547807686,"Die Henkerstochter und der schwarze Mönch (Band 2 aus der Reihe ""Die Henkerstochter-Saga"")",2009,eng
9.78031E+12,312362919,,2007,eng
9.7804E+12,399157565,The Bone Bed,2012,eng
9.78045E+12,452297648,The House at Tyneford,2011,eng
9.78061E+12,609810111,Sacred Contracts: Awakening Your Divine Potential,2001,eng
9.7814E+12,1400095565,How We Are Hungry,2005,eng
,,Wrong,2015,eng
,,The Line,2014,eng
9.78006E+12,62415832,,2015,eng
9.78075E+12,752858521,The Aquitaine Progression,1984,eng
9.78045E+12,449003787,"""O"" is for Outlaw",1999,eng
9.78035E+12,345543084,The Chase,2014,eng
9.78088E+12,875847471,,1988,eng
9.78058E+12,575132507,Foxglove Summer,2014,eng
,,Terms of Enlistment,2013,eng
9.7804E+12,399157689,Stolen Prey,2012,eng
9.7804E+12,399154914,Tribute,2008,eng
9.78074E+12,739420232,16 Lighthouse Road,2001,eng
9.78006E+12,61706558,I'd Know You Anywhere,2010,eng
9.78006E+12,62200461,Sense & Sensibility,2013,eng
9.78143E+12,1433672960,,2011,eng
9.78162E+12,1616552956,"Avatar: The Last Airbender: The Rift, Part 1",2014,eng
9.78142E+12,141654383X,The Last Patriot,2008,eng
9.78141E+12,1414368186,Bridge to Haven,2014,eng
9.78031E+12,030795871X,The Engagements,2013,eng
9.78059E+12,590664875,Runaway Ralph,1970,es
,,,2015,eng
9.78031E+12,030759565X,,2012,eng
,,Forever Mine ,2010,eng
9.78157E+12,1568584253,"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport",2009,eng
9.78006E+12,62236679,This Is the Story of a Happy Marriage,2011,eng
9.78162E+12,1615579184,,2009,eng
9.78039E+12,393322572,The Feminine Mystique,1963,eng
9.78995E+12,,كخه يا بابا,2011,ara
9.78055E+12,553573861,Zodiac,1988,eng
,,Departure,2014,eng
9.78032E+12,316097403,Private:  #1 Suspect,2011,eng
9.78045E+12,446575062,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,2012,eng
9.78184E+12,1844285073,Curious George Rides a Bike,1952,eng
9.78188E+12,1880418738,The Little Sisters of Eluria,2008,eng
9.78068E+12,067988632X,"Inside, Outside, Upside Down",1968,eng
9.7804E+12,399156135,The First Rule,2010,eng
9.78043E+12,042519891X,"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",2001,eng
9.78156E+12,1563895196,Preacher: Salvation,1999,de
9.78079E+12,786932287,The Lone Drow,2003,eng
9.78067E+12,670031607,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",2008,eng
9.78147E+12,1466867507,Cometh the Hour,2016,eng
9.78125E+12,1250010071,,2013,eng
9.78074E+12,739429337,"""Q"" is for Quarry",2002,eng
9.78075E+12,747236380,Twilight,1984,eng
9.7804E+12,399155015,Moscow Rules,2008,eng
9.78159E+12,1594489424,Grace [Eventually]: Thoughts on Faith,2007,eng
9.78074E+12,743294394,206 Bones,2009,eng
9.78038E+12,375409289,A Gate at the Stairs,2009,eng
,,Hostile Witness,2004,eng
,,,2016,eng
9.7814E+12,1401235638,"Wonder Woman, Volume 1: Blood",2012,eng
9.78032E+12,316236535,"Go Away, Big Green Monster!",1992,eng
9.78161E+12,1612184650,The Bloodletter's Daughter: A Novel of Old Bohemia,2012,eng
9.78082E+12,822210789,,1988,eng
9.78055E+12,553582909,Prison of Ice ,1976,eng
9.7808E+12,803725507,Snowmen at Night,2002,eng
,,Hollywood Dirt,2015,eng
9.78006E+12,006228553X,The Good Luck of Right Now,2014,eng
9.78038E+12,375424482,The Miracle at Speedy Motors ,2008,eng
,,No Man's Land,2016,eng
9.78024E+12,241963745,The Other Typist,2013,eng
9.7804E+12,399157077,The Sentry,2011,eng
9.78147E+12,1471132978,The Taming of the Queen,2015,eng
9.78157E+12,1565849930,Mannen som log,1994,eng
9.78193E+12,1931514607,Paradise Kiss 1,2000,eng
9.78159E+12,1591842247,Talent Is Overrated: What Really Separates World-Class Performers from Everybody Else,2008,eng
9.78081E+12,805017224,The Complete Phantom of the Opera,1987,eng
9.78146E+12,1455500135,Cold Vengance,2011,eng
9.78075E+12,752815393,Guilty as Sin (Deer Lake #2),1996,eng
9.78023E+12,230744273,"The Lost Child of Philomena Lee: A Mother, Her Son And A Fifty Year Search",2009,eng
9.78074E+12,743225082,Man and Boy,1999,eng
9.7808E+12,804138567,Bittersweet,2014,eng
9.78055E+12,553383663,"The Google Story: Inside the Hottest Business, Media, and Technology Success of Our Time",2006,eng
9.78044E+12,441005667,Forever Peace ,1997,eng
9.78159E+12,159038363X,"The Work and the Glory, Vol. 1: Pillar of Light",1994,eng
9.7815E+12,1501126229,Lily and the Octopus,2016,eng
9.78057E+12,571297889,Apple Tree Yard,2013,eng
9.78284E+12,2841873900,The Ice Limit,2000,fre
9.78006E+12,62224859,,2013,eng
9.7804E+12,399168796,Gathering Prey,2015,eng
9.78031E+12,312340702,Mýrin,2000,eng
9.78074E+12,743437810,The Vanished Man,2003,eng
9.78032E+12,316211222,Second Honeymoon,2013,eng
9.7816E+12,1596436239,,2013,eng
9.78613E+12,613321368X,,,eng
9.78006E+12,62081861,Ruthless,2011,eng
9.7804E+12,399162178,The Secret Life of Violet Grant,2014,eng
9.78043E+12,425213617,Wicked Ties,2007,eng
9.78044E+12,043984665X,"Charlie Bone and the Beast (The Children of the Red King, # 6)",2007,eng
,,The Baller: A Down and Dirty Football Novel,2016,eng
9.78016E+12,156031566,The Places In Between,2004,eng
9.78043E+12,425280101,Stars of Fortune,2015,eng
9.78049E+12,486270645,The Necklace and Other Short Stories,1884,eng
9.78043E+12,,,1990,eng
9.78125E+12,1250076420,The Forgetting Time,2016,eng
9.78142E+12,141694737X,,,eng
9.78055E+12,553807722,What the Night Knows,2010,eng
,,Queen of Fire,2015,eng
9.78145E+12,1451657706,In the Shadow of the Banyan,2012,eng
9.78053E+12,525953183,Influx,2014,eng
9.78038E+12,375701044,Personal History,1997,eng
9.78006E+12,62116851,Blood of Dragons,2013,eng
9.78081E+12,812992180,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,2002,eng
9.78043E+12,425247546,Kiss the Dead,2012,eng
,,CyberStorm,2013,eng
9.78074E+12,743406567,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,2001,eng
9.78031E+12,307589676,"Moi Nojoud, 10 ans, divorcée",2009,eng
9.78032E+12,316033979,To rise again at a decent hour,2014,eng
9.78057E+12,571199976,Proof: A Play,2000,eng
9.7804E+12,399157212,Port Mortuary,2010,eng
9.78045E+12,449912450,Arc de Triomphe,1945,eng
9.78156E+12,1563890976,The Death of Superman,1993,eng
,,Wave,2013,eng
9.78031E+12,307957241,Hallucinations,1995,eng
9.78055E+12,553584707,Catering to Nobody,1990,eng
9.78045E+12,446693790,"Dude, Where's My Country?",2003,eng
9.78006E+12,60724501,Ready or Not,2005,eng
9.78055E+12,553805444,The World of Ice and Fire,2014,eng
9.78069E+12,689839103,Among the Barons,2003,eng
9.7811E+12,,Gunmetal Magic,2012,eng
,,Half a War,2015,eng
9.78069E+12,694006513,Jamberry,1982,eng
9.78031E+12,307021521,The Little Red Caboose (Little Golden Book),1953,eng
9.78045E+12,451226801,"Pretty in Plaid: A Life, a Witch, and a Wardrobe, or, the Wonder Years Before the Condescending, Egomanical, Self-Centered Smart-Ass Phase",2009,eng
9.78069E+12,688040454,Mufaro's Beautiful Daughters: An African Tale,1986,eng
9.78142E+12,1416551050,A Homemade Life: Stories and Recipes from My Kitchen Table,2009,eng
9.7814E+12,1400078393,Learned Optimism: How to Change Your Mind and Your Life,1990,eng
9.78059E+12,590462253,The Littles,1967,eng
9.78006E+12,64440192,Amelia Bedelia and the Surprise Shower,1966,eng
9.7804E+12,399158448,The Peripheral,2014,eng
9.78031E+12,307269760,Too Much Happiness,2009,eng
9.78035E+12,345505670,Deception,2009,eng
9.78014E+12,141019999,Stupid white men and other sorry excuses for the state of the nation,2001,eng
9.78031E+12,030723827X,Giada's Family Dinners,2006,ms
9.78156E+12,1559362766,Doubt: A Parable,2005,eng
9.78031E+12,312348266,Secrets of a shoe addict,2008,eng
9.78144E+12,1442152613,Elizabeth Street,2006,eng
9.78006E+12,60266880,"Come Back, Amelia Bedelia",1971,eng
9.78006E+12,006098824X,Getting Over It,2000,eng
9.78053E+12,525952470,,2011,eng
9.78082E+12,823404420,Prinsessen på ærten,1835,eng
9.78067E+12,067172939X,Dark Angel,1986,eng
9.78044E+12,439287197,,,eng
9.78159E+12,159182236X,東京ミュウミュウ (Tokyo Mew Mew) 1,2003,eng
9.78006E+12,62020560,The Miseducation of Cameron Post,2012,eng
9.7811E+12,1101902760,A Mother's Reckoning: Living in the Aftermath of Tragedy,2016,eng
9.78045E+12,446695696,Skin Tight,1989,eng
,,The Perfect Son,2015,eng
9.78032E+12,316084220,A Midsummer's Nightmare,2012,eng
9.7814E+12,1400067243,Lucky Us,2014,cs
,,,2013,eng
9.78142E+12,1416505415,Blowback,2005,eng
9.78056E+12,557489563,Flutter,2010,eng
9.78035E+12,345506391,Jim Butcher's the Dresden Files: Storm Front,2009,eng
9.78078E+12,778322602,204 Rosewood Lane,2002,eng
9.78159E+12,1594631290,,2012,eng
9.78067E+12,670022950,The Better Angels of Our Nature. Why Violence has Declined,2010,eng
9.7804E+12,399169520,My Sunshine Away,2015,eng
9.78141E+12,1414310587,The Truth Seeker (O'Malley #3),2001,eng
,,Sinuhe egyptiläinen ,1945,per
9.7814E+12,1400079446,44 Scotland Street,2005,eng
9.78075E+12,747595380,Odd and the Frost Giants,2008,eng
9.78054E+12,543904709,What Katy Did  ,1872,eng
9.78032E+12,316098108,Aurora,2015,eng
9.78031E+12,307336794,The Art of Simple Food: Notes and Recipes from a Delicious Revolution,2007,eng
9.78156E+12,1563897504,Crisis on Infinite Earths,1985,eng
9.78159E+12,1594482225,The Areas of My Expertise,2005,eng
9.78144E+12,1439102392,Spider Bones,2010,eng
9.78039E+12,385354193,Blod på snø,2014,eng
9.78142E+12,1421511835,紳士同盟† 1,2005,eng
9.78061E+12,609809105,"I, Elizabeth",1992,eng
9.78072E+12,,The Woman who Stole my Life,2014,eng
9.78148E+12,1476764581,I Am Having So Much Fun Here Without You,2014,eng
9.78068E+12,684841487,Competitive Strategy: Techniques for Analyzing Industries and Competitors,1980,eng
9.78045E+12,449003795,"""P"" is for Peril",2000,eng
9.78144E+12,1442402350,Dust & Decay,2011,eng
9.78074E+12,743430344,"Big Cherry Holler (Big Stone Gap, Book 2)",2001,eng
9.78039E+12,385342608,,2012,eng
9.78079E+12,078915479X,The Story of an Hour,1894,eng
9.7814E+12,1400069343,"Lots of Candles, Plenty of Cake",2012,eng
9.78006E+12,60837381,The Fixer Upper,2009,eng
9.78074E+12,743460529,Daddy's Little Girl,2002,eng
9.78079E+12,786927720, ,2001,eng
9.78159E+12,1591843529,,2010,eng
9.78006E+12,62132466,,2013,eng
9.78045E+12,446532754,Your Best Life Now: 7 Steps to Living at Your Full Potential,2004,eng
9.78144E+12,1441213570,,2010,eng
9.78032E+12,316216828,Broken Monsters,2014,eng
9.78061E+12,609804138,The Sweet Potato Queens' Book of Love,1999,eng
,,Shock Wave,2011,eng
9.78031E+12,312642717,,2012,eng
9.78067E+12,671875965,The Short Victorious War,1994,eng
9.78045E+12,451463803,Grave Witch,2010,eng
9.78055E+12,553212559,Ethan Frome and Other Short Fiction,1911,eng
9.78161E+12,1605292885,Onward: How Starbucks Fought for Its Life without Losing Its Soul,2007,eng
9.78052E+12,515135062,Three Fates,2002,eng
,964913980X,Meu Pé de Laranja Lima,1968,per
9.78032E+12,316211265,NYPD Red 2,2014,eng
9.78156E+12,1561371734,,,eng
9.78074E+12,743451791,Devil in a Blue Dress,1990,eng
9.78076E+12,763622583,Shakespeare's Romeo and Juliet,2003,eng
9.78125E+12,1250065941,,2016,eng
9.7814E+12,1401204864,"Fables, Volume 5: The Mean Seasons",2005,eng
9.78006E+12,60777109,The Final Solution: A Story of Detection,2004,eng
9.78161E+12,1607062607,International Flavor,2010,eng
9.78086E+12,857662937,Nexus,2012,eng
9.78144E+12,1439138338,Nora Webster,2014,eng
9.78053E+12,525953086,Fear Nothing,2014,eng
9.78062E+12,618443363,Baking: From My Home to Yours,1980,eng
9.78067E+12,670021792,,2010,eng
9.78076E+12,761129588,What to Expect the First Year,1989,eng
9.78074E+12,074322423X,Self Matters: Creating Your Life from the Inside Out,2000,eng
9.78145E+12,1453860959,,2010,eng
9.78159E+12,1591827582,Finding Nemo,1996,eng
9.78006E+12,60087803,Calling Doctor Amelia Bedelia (I Can Read Book 2),2002,eng
,,Timeless,2012,eng
,,How Google Works,2014,eng
9.78125E+12,1250019672,Ladies' Night ,2013,eng
9.78031E+12,312591837,Family Pictures,2013,eng
9.78054E+12,544920953,Good as Gone,2016,eng
9.78045E+12,446582352,,2010,eng
9.78081E+12,080905101X,Fahrenheit 451: The Authorized Adaptation,2009,eng
9.7808E+12,802142400,Essays in Love,1993,eng
9.78014E+12,142407089,Millions of Cats,1928,eng
9.78161E+12,1611130433,Mistress,2013,fr
9.7804E+12,395570352,Grandfather's Journey,1993,eng
9.78038E+12,038081093X,Excavation,2000,eng
,,,2016,eng
9.78157E+12,1573225681,"Living Buddha, Living Christ",1995,eng
9.78084E+12,844662925,The Johnstown Flood,1968,eng
9.78055E+12,547225474,When the Game Was Ours,2009,eng
9.78006E+12,61000019,The Blessing Way,1970,eng
9.78031E+12,312591829,Another Piece of My Heart,2012,eng
9.78142E+12,1423109600,The Pigeon Wants a Puppy!,2008,eng
9.78035E+12,345543858,Die Again,2014,eng
9.7808E+12,804136572,Ex-Heroes,2010,nl
9.78044E+12,441012914,Absolution Gap,2003,eng
9.78067E+12,671670689,Dawn ,1990,eng
9.78043E+12,425137562,Silent Prey,1992,eng
9.78031E+12,312380828,Come Home,2012,eng
9.78032E+12,316084255,黒執事 II [Kuroshitsuji II],2007,eng
,,,2009,eng
9.78081E+12,812536363,Rainbows End,2006,eng
,,The Friend Zone,2015,eng
,,Low Pressure,2012,eng
9.78343E+12,3426619148,Riptide,1998,es
9.78068E+12,684848287,Kaffir Boy: An Autobiography--The True Story of a Black Youth's Coming of Age in Apartheid South Africa,1986,eng
9.78031E+12,307957276,The Beginner's Goodbye,2012,eng
9.78074E+12,743289803,The Hidden Messages in Water,2001,eng
9.78078E+12,778315339,The Returned,2013,eng
9.78142E+12,1416586571,The Apostle,2009,eng
9.78069E+12,688170277,Wemberly Worried,2000,eng
9.78074E+12,739458736,"What Remains: A Memoir of Fate, Friendship, and Love",2005,eng
9.78068E+12,679747656,The Way to Cook,1989,eng
